"","No","Type","Land_type","City_code","Prefecture","City_name","District_name","Closet_station","Min_closet_station","Price","Unit_price_py","Room_number","Area_mm2","Unit_price_mm2","Land_shape","open_length","Building_area_mm2","Year_built_Japanese1","Year_built_Japanese2","Building_structure","Usage","Future_usage","Front_road_direction","Front_road_type","Front_road_open_length","City_plan","Building_rate","Floor_area_ratio","Year_traded","Quarter_traded","Remodeled","Note","Year_built_JapanesetoWestern","Year_built_western","House_age","UnitPricePy_corrected_byHouseAge"
"750",13759,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47208,"沖<U+7E04><U+770C>","浦添市","伊祖",NA,NA,16000000,622265.435105882,"４ＬＤＫ","85",NA,NA,NA,NA,"平成","4","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2010","第１四半期","未改<U+88C5>",NA,1988,1992,18,622204.159505882
"751",13767,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47208,"沖<U+7E04><U+770C>","浦添市","大平",NA,NA,4900000,231404.95868,"３ＬＤＫ","70",NA,NA,NA,NA,"昭和","49","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,150,"2010","第１四半期","未改<U+88C5>",NA,1925,1974,36,231282.40748
"752",13782,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47208,"沖<U+7E04><U+770C>","浦添市","勢理客",NA,NA,12000000,566706.021257143,"２ＬＤＫ","70",NA,NA,NA,NA,"平成","2","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2010","第３四半期","改<U+88C5><U+6E08>",NA,1988,1990,20,566637.937257143
"753",13784,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47208,"沖<U+7E04><U+770C>","浦添市","勢理客",NA,NA,18000000,850059.031885714,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","14","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2010","第２四半期","未改<U+88C5>",NA,1988,2002,8,850031.798285714
"754",13804,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47208,"沖<U+7E04><U+770C>","浦添市","仲西",NA,NA,15000000,762873.490153846,"３ＬＤＫ","65",NA,NA,NA,NA,NA,NA,"ＲＣ","住宅",NA,NA,NA,NA,"準工業地域",60,200,"2010","第３四半期","改<U+88C5><U+6E08>",NA,0,NA,NA,NA
"755",13805,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47208,"沖<U+7E04><U+770C>","浦添市","仲西",NA,NA,12000000,610298.792123077,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","11","ＲＣ","住宅",NA,NA,NA,NA,"準工業地域",60,200,"2010","第２四半期","未改<U+88C5>","調停<U+30FB>競<U+58F2>等",1988,1999,11,610261.345923077
"756",13807,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47208,"沖<U+7E04><U+770C>","浦添市","仲西",NA,NA,17000000,749311.294773333,"４ＬＤＫ","75",NA,NA,NA,NA,"平成","11","ＲＣ","住宅",NA,NA,NA,NA,"準工業地域",60,200,"2010","第１四半期","改<U+88C5><U+6E08>",NA,1988,1999,11,749273.848573333
"757",13812,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47208,"沖<U+7E04><U+770C>","浦添市","仲間",NA,NA,9900000,436363.636368,"３ＬＤＫ","75",NA,NA,NA,NA,"平成","6","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,150,"2010","第１四半期","未改<U+88C5>","調停<U+30FB>競<U+58F2>等",1988,1994,16,436309.169168
"758",13826,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","曙","古島","30分?60分",8200000,451790.633613333,"２ＬＤＫ","60",NA,NA,NA,NA,"昭和","62","ＳＲＣ","住宅","住宅",NA,NA,NA,"商業地域",80,400,"2014","第３四半期","未改<U+88C5>",NA,1925,1987,27,451698.720213333
"759",13827,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","曙","美<U+6804>橋","30分?60分",9000000,495867.7686,"２ＬＤＫ","60",NA,NA,NA,NA,"昭和","60","ＲＣ","住宅","住宅",NA,NA,NA,"商業地域",80,400,"2014","第４四半期","未改<U+88C5>",NA,1925,1985,29,495769.0468
"760",13828,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","曙",NA,NA,3700000,174734.356554286,"３ＬＤＫ","70",NA,NA,NA,NA,"昭和","60","ＲＣ","住宅","事務所",NA,NA,NA,"商業地域",80,400,"2014","第４四半期","未改<U+88C5>",NA,1925,1985,29,174635.634754286
"761",13829,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","曙",NA,NA,21000000,816723.383576471,"３ＬＤＫ","85",NA,NA,NA,NA,"平成","18","ＲＣ","住宅","住宅",NA,NA,NA,"商業地域",80,400,"2014","第２四半期","未改<U+88C5>","調停<U+30FB>競<U+58F2>等",1988,2006,8,816696.149976471
"762",13835,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字安里","牧志","6",20000000,734618.916444444,"４ＬＤＫ","90",NA,NA,NA,NA,"平成","8","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2014","第１四半期","未改<U+88C5>",NA,1988,1996,18,734557.640844444
"763",13836,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字安里",NA,NA,31000000,1138659.32048889,NA,"90",NA,NA,NA,NA,NA,NA,"ＲＣ","住宅","住宅",NA,NA,NA,"第１種住居地域",60,200,"2014","第４四半期",NA,NA,0,NA,NA,NA
"764",13839,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","安里","安里","1",14000000,771349.862266667,"３ＬＤＫ","60",NA,NA,NA,NA,"平成","8","ＳＲＣ","住宅","住宅",NA,NA,NA,"商業地域",80,400,"2014","第３四半期","未改<U+88C5>","<U+95A2>係者間取引",1988,1996,18,771288.586666667
"765",13850,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47208,"沖<U+7E04><U+770C>","浦添市","牧港",NA,NA,13000000,661157.0248,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","7","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2010","第２四半期",NA,NA,1988,1995,15,661105.9618
"766",13858,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47208,"沖<U+7E04><U+770C>","浦添市","牧港",NA,NA,14000000,487168.334063158,"３ＬＤＫ","95",NA,NA,NA,NA,"平成","7","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2010","第１四半期","未改<U+88C5>",NA,1988,1995,15,487117.271063158
"767",13874,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","安謝",NA,NA,8000000,881542.699733333,"１Ｋ","30",NA,NA,NA,NA,"平成","18","ＲＣ","住宅",NA,NA,NA,NA,"近<U+96A3>商業地域",80,200,"2014","第１四半期","未改<U+88C5>",NA,1988,2006,8,881515.466133333
"768",13877,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字天久","古島","30分?60分",12000000,495867.7686,"４ＬＤＫ","80",NA,NA,NA,NA,"昭和","62","ＲＣ","住宅","住宅",NA,NA,NA,NA,NA,NA,"2014","第３四半期","未改<U+88C5>",NA,1925,1987,27,495775.8552
"769",13879,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47208,"沖<U+7E04><U+770C>","浦添市","港川",NA,NA,15000000,619834.71075,NA,"80",NA,NA,NA,NA,"平成","8","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2010","第４四半期","未改<U+88C5>","調停<U+30FB>競<U+58F2>等",1988,1996,14,619787.05195
"770",13883,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47208,"沖<U+7E04><U+770C>","浦添市","港川",NA,NA,15000000,708382.526571429,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","10","ＳＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2010","第１四半期","未改<U+88C5>",NA,1988,1998,12,708341.676171429
"771",13885,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","天久","<U+304A><U+3082><U+308D><U+307E><U+3061>","22",48000000,1586776.85952,"４ＬＤＫ","100",NA,NA,NA,NA,"平成","19","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,150,"2014","第３四半期","未改<U+88C5>",NA,1988,2007,7,1586753.03012
"772",13889,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","泉崎","旭橋","3",17000000,1404958.6777,"１ＬＤＫ","40",NA,NA,NA,NA,"平成","25","ＲＣ","住宅","住宅",NA,NA,NA,"商業地域",80,400,"2014","第４四半期","未改<U+88C5>",NA,1988,2013,1,1404955.2735
"773",13891,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","泉崎","旭橋","4",26000000,1011181.33204706,"４ＬＤＫ","85",NA,NA,NA,NA,"平成","11","ＲＣ","住宅",NA,NA,NA,NA,"商業地域",80,400,"2014","第１四半期","未改<U+88C5>",NA,1988,1999,15,1011130.26904706
"774",13892,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47208,"沖<U+7E04><U+770C>","浦添市","宮城",NA,NA,4300000,258452.291512727,"３ＬＤＫ","55",NA,NA,NA,NA,"平成","3","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2010","第３四半期","未改<U+88C5>","調停<U+30FB>競<U+58F2>等",1988,1991,19,258387.611712727
"775",13896,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","泉崎","<U+770C><U+5E81>前(沖<U+7E04>)","6",8900000,588429.752072,"２ＬＤＫ","50",NA,NA,NA,NA,"昭和","60","ＳＲＣ","住宅",NA,NA,NA,NA,NA,NA,NA,"2014","第１四半期","未改<U+88C5>",NA,1925,1985,29,588331.030272
"776",13899,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","上之屋","<U+304A><U+3082><U+308D><U+307E><U+3061>","15",32000000,1511216.05668571,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","19","ＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,300,"2014","第３四半期","未改<U+88C5>",NA,1988,2007,7,1511192.22728571
"777",13901,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","上之屋","<U+304A><U+3082><U+308D><U+307E><U+3061>","15",30000000,1416765.05314286,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","19","ＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,300,"2014","第２四半期","未改<U+88C5>",NA,1988,2007,7,1416741.22374286
"778",13902,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","上之屋","<U+304A><U+3082><U+308D><U+307E><U+3061>","15",30000000,1416765.05314286,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","19","ＲＣ","住宅",NA,NA,NA,NA,"近<U+96A3>商業地域",80,300,"2014","第１四半期",NA,NA,1988,2007,7,1416741.22374286
"779",13903,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","上之屋","<U+304A><U+3082><U+308D><U+307E><U+3061>","20",21000000,991735.5372,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","18","ＲＣ","住宅","<U+305D><U+306E>他",NA,NA,NA,"近<U+96A3>商業地域",80,300,"2014","第１四半期","未改<U+88C5>",NA,1988,2006,8,991708.3036
"780",13906,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47208,"沖<U+7E04><U+770C>","浦添市","屋富祖",NA,NA,17000000,749311.294773333,"３ＬＤＫ","75",NA,NA,NA,NA,"平成","7","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2010","第２四半期","改<U+88C5><U+6E08>",NA,1988,1995,15,749260.231773333
"781",13909,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","上之屋",NA,NA,23000000,1520661.15704,"１ＤＫ","50",NA,NA,NA,NA,"平成","16","ＳＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,300,"2014","第４四半期","未改<U+88C5>",NA,1988,2004,10,1520627.11504
"782",13935,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+5965>武山町","壺川","6",26000000,1227863.04605714,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","18","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2014","第１四半期","未改<U+88C5>",NA,1988,2006,8,1227835.81245714
"783",13941,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","5",43000000,1672338.35684706,"３ＬＤＫ","85",NA,NA,NA,NA,"平成","25","ＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,400,"2014","第４四半期","未改<U+88C5>",NA,1988,2013,1,1672334.95264706
"784",13942,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","5",39000000,1841794.56908571,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","25","ＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,400,"2014","第４四半期","未改<U+88C5>",NA,1988,2013,1,1841791.16488571
"785",13943,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","9",20000000,1101928.37466667,"２ＬＤＫ","60",NA,NA,NA,NA,"平成","13","ＲＣ","住宅","住宅",NA,NA,NA,"商業地域",80,400,"2014","第４四半期","未改<U+88C5>",NA,1988,2001,13,1101884.12006667
"786",13944,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","4",27000000,1373172.28227692,"２ＬＤＫ","65",NA,NA,NA,NA,"平成","14","ＳＲＣ","住宅","住宅",NA,NA,NA,"商業地域",80,400,"2014","第４四半期","未改<U+88C5>",NA,1988,2002,12,1373131.43187692
"787",13946,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","15",27000000,1373172.28227692,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","15","ＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,300,"2014","第２四半期","未改<U+88C5>",NA,1988,2003,11,1373134.83607692
"788",13947,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","9",37000000,1438988.81868235,"３ＬＤＫ","85",NA,NA,NA,NA,"平成","25","ＳＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,400,"2014","第２四半期","未改<U+88C5>",NA,1988,2013,1,1438985.41448235
"789",13948,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","13",37000000,1747343.56554286,"２ＬＤＫ","70",NA,NA,NA,NA,"平成","19","ＲＣ","住宅","住宅",NA,NA,NA,"商業地域",80,400,"2014","第２四半期","未改<U+88C5>",NA,1988,2007,7,1747319.73614286
"790",13949,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","12",50000000,2066115.7025,"２ＤＫ","80",NA,NA,NA,NA,"平成","19","ＲＣ","住宅","住宅",NA,NA,NA,"商業地域",80,400,"2014","第２四半期","未改<U+88C5>",NA,1988,2007,7,2066091.8731
"791",13950,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","13",31000000,1280991.73555,"２ＬＤＫ","80",NA,NA,NA,NA,"平成","19","ＲＣ","住宅","住宅",NA,NA,NA,"商業地域",80,400,"2014","第２四半期","未改<U+88C5>",NA,1988,2007,7,1280967.90615
"792",13951,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","13",34000000,1404958.6777,"３ＬＤＫ","80",NA,NA,NA,NA,"平成","19","ＲＣ","住宅","住宅",NA,NA,NA,"商業地域",80,400,"2014","第１四半期","未改<U+88C5>",NA,1988,2007,7,1404934.8483
"793",13969,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","小<U+7984>","<U+5965>武山公園","15",21000000,1068022.88621538,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","17","ＲＣ","住宅","住宅",NA,NA,NA,"第２種中高層住居<U+5C02>用地域",60,200,"2014","第２四半期","未改<U+88C5>",NA,1988,2005,9,1067992.24841538
"794",13971,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","小<U+7984>","<U+5965>武山公園","16",10000000,550964.187333333,"２ＬＤＫ","60",NA,NA,NA,NA,"平成","4","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2014","第１四半期",NA,"調停<U+30FB>競<U+58F2>等",1988,1992,22,550889.294933333
"795",13973,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","小<U+7984>","小<U+7984>","16",24000000,991735.5372,"３ＬＤＫ","80",NA,NA,NA,NA,"平成","15","ＲＣ","住宅","住宅",NA,NA,NA,NA,NA,NA,"2014","第２四半期","未改<U+88C5>",NA,1988,2003,11,991698.091
"796",13974,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","小<U+7984>","小<U+7984>","15",19000000,966306.420861538,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","21","ＲＣ","住宅",NA,NA,NA,NA,NA,NA,NA,"2014","第１四半期","未改<U+88C5>",NA,1988,2009,5,966289.399861538
"797",13985,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","垣花町","<U+5965>武山公園","21",28000000,1088964.51143529,"３ＬＤＫ","85",NA,NA,NA,NA,"平成","16","ＳＲＣ","住宅","住宅",NA,NA,NA,"準住居地域",60,400,"2014","第４四半期","未改<U+88C5>",NA,1988,2004,10,1088930.46943529
"798",14022,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字<U+56FD>場","安里","24",18000000,793388.42976,"４ＬＤＫ","75",NA,NA,NA,NA,"平成","9","ＲＣ","住宅","住宅",NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2014","第２四半期","未改<U+88C5>",NA,1988,1997,17,793330.55836
"799",14037,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","古波<U+8535>","壺川","17",15000000,826446.281,"３ＬＤＫ","60",NA,NA,NA,NA,"平成","5","ＲＣ","住宅","住宅",NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2014","第３四半期","改<U+88C5><U+6E08>",NA,1988,1993,21,826374.7928
"800",14040,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","古波<U+8535>","壺川","6",27000000,1115702.47935,"３ＬＤＫ","80",NA,NA,NA,NA,"平成","19","ＲＣ","住宅",NA,NA,NA,NA,"準住居地域",60,200,"2014","第１四半期","未改<U+88C5>",NA,1988,2007,7,1115678.64995
"801",14056,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字識名","首里","30分?60分",21000000,730752.501094737,"５ＬＤＫ","95",NA,NA,NA,NA,"平成","3","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2014","第３四半期","未改<U+88C5>",NA,1988,1991,23,730674.204494737
"802",14073,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町","儀保","30分?60分",17000000,749311.294773333,"３ＬＤＫ","75",NA,NA,NA,NA,"平成","8","ＲＣ","住宅",NA,NA,NA,NA,"第２種住居地域",60,200,"2014","第２四半期","改<U+88C5><U+6E08>",NA,1988,1996,18,749250.019173333
"803",14095,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町","首里","9",5000000,330578.5124,"３ＤＫ","50",NA,NA,NA,NA,"昭和","59","ＲＣ","住宅","住宅",NA,NA,NA,NA,NA,NA,"2014","第２四半期","未改<U+88C5>",NA,1925,1984,30,330476.3864
"804",14113,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町",NA,NA,17000000,864589.955507692,NA,"65",NA,NA,NA,NA,NA,NA,"ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2014","第３四半期",NA,NA,0,NA,NA,NA
"805",14129,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里大名町","儀保","15",10000000,550964.187333333,NA,"60",NA,NA,NA,NA,NA,NA,"ＲＣ","住宅","住宅",NA,NA,NA,NA,NA,NA,"2014","第４四半期",NA,NA,0,NA,NA,NA
"806",14133,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里大名町",NA,NA,12000000,661157.0248,"３ＬＤＫ","60",NA,NA,NA,NA,"平成","5","ＲＣ","住宅",NA,NA,NA,NA,"第１種低層住居<U+5C02>用地域",40,80,"2014","第１四半期","未改<U+88C5>",NA,1988,1993,21,661085.5366
"807",14134,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里儀保町","儀保","3",12000000,610298.792123077,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","6","ＲＣ","住宅","住宅",NA,NA,NA,NA,NA,NA,"2014","第１四半期","未改<U+88C5>",NA,1988,1994,20,610230.708123077
"808",14138,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里金城町","首里","14",3000000,330578.5124,"２ＤＫ","30",NA,NA,NA,NA,"昭和","50","ＲＣ","住宅",NA,NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2014","第２四半期","未改<U+88C5>",NA,1925,1975,39,330445.7486
"809",14142,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里金城町",NA,NA,8500000,432294.977753846,NA,"65",NA,NA,NA,NA,NA,NA,"ＲＣ","住宅",NA,NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2014","第４四半期",NA,NA,0,NA,NA,NA
"810",14184,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里汀良町","儀保","6",19000000,897284.533657143,"２ＬＤＫ","70",NA,NA,NA,NA,"平成","9","ＲＣ","住宅","住宅",NA,NA,NA,NA,NA,NA,"2014","第１四半期","未改<U+88C5>",NA,1988,1997,17,897226.662257143
"811",14185,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里汀良町","首里","5",12000000,793388.42976,"２ＬＤＫ","50",NA,NA,NA,NA,"昭和","61","ＲＣ","住宅",NA,NA,NA,NA,"準住居地域",60,200,"2014","第１四半期","改<U+88C5><U+6E08>",NA,1925,1986,28,793293.11216
"812",14186,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里<U+5F53><U+8535>町","儀保","5",13000000,613931.523028571,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","3","ＲＣ","住宅","<U+305D><U+306E>他",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2014","第３四半期","未改<U+88C5>",NA,1988,1991,23,613853.226428571
"813",14189,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里鳥堀町","首里","4",25000000,1271455.81692308,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","12","ＲＣ","住宅","住宅",NA,NA,NA,"準工業地域",50,100,"2014","第１四半期","改<U+88C5><U+6E08>",NA,1988,2000,14,1271408.15812308
